;word;joy;fear;sadness;anger;surprise;disgust;polarity_negative;polarity_positive
7290;latéral;0;0;0;0;0;0;0;1
7291;latéralement;0;0;0;0;0;0;1;0
7292;laurier;1;0;0;0;0;0;0;1
7293;lauréat;0;0;0;0;0;0;0;1
7294;lavande;0;0;0;0;0;0;0;1
7295;lave;0;1;0;1;0;1;1;0
7296;lavement;0;0;0;0;0;1;1;0
7297;laver;0;0;0;0;0;0;0;1
7298;laverie;0;0;0;0;0;0;0;1
7299;laxatif;0;1;0;0;0;1;1;0
7300;laïcité;0;0;0;0;0;0;0;1
7301;laïque;0;0;1;0;0;0;1;0
7302;leader;0;0;0;0;0;0;0;1
7303;lecteur;0;0;0;0;0;0;0;1
7304;lectorat;0;0;0;0;0;0;0;1
7305;lecture;0;0;0;0;0;0;0;1
7306;lecture attentif;0;0;0;0;0;0;0;1
7307;legs;0;0;0;0;0;0;0;1
7308;lemme;0;0;0;0;0;0;0;1
7309;lendemain;0;0;0;0;0;0;0;1
7310;lent;0;0;1;0;0;1;1;0
7311;lente;0;0;1;0;0;1;1;0
7312;lentement;0;0;0;0;0;0;1;0
7313;lenteur;0;1;1;0;0;0;1;0
7314;lentille;0;0;0;0;0;0;0;1
7315;lequel;0;0;0;0;0;0;0;1
7316;lesbianisme;0;0;0;0;0;0;1;0
7317;lesbien;0;1;1;0;0;1;1;0
7318;lessive;0;0;0;0;0;0;0;1
7319;lest;0;0;0;0;0;0;0;1
7320;lester;0;0;0;0;0;0;0;1
7321;lettre;0;0;0;0;0;0;0;1
7322;lettrer;0;0;0;0;0;0;0;1
7323;leucémie;0;1;1;1;0;0;1;0
7324;leurre;0;1;0;0;1;0;1;0
7325;lever;0;0;0;0;0;0;0;1
7326;lever jour;0;0;0;0;0;0;0;1
7327;lever soleil;0;0;0;0;0;0;0;1
7328;levier;0;0;0;0;0;0;0;1
7329;levure;0;0;0;0;0;0;0;1
7330;lexique;0;0;0;0;0;0;0;1
7331;leçon;0;0;0;0;0;0;0;1
7332;liaison;0;0;0;0;0;0;0;1
7333;liberté;0;0;0;0;1;0;0;1
7334;libidineux;1;0;0;0;0;0;0;1
7335;libido;1;0;0;0;0;0;0;1
7336;libraire;0;0;0;0;0;0;0;1
7337;librairie;0;0;0;0;0;0;0;1
7338;libre;1;0;0;0;0;0;0;1
7339;librement;0;0;0;0;0;0;0;1
7340;libéral;0;0;0;0;0;0;0;1
7341;libéralisme;0;0;0;0;0;0;0;1
7342;libération conditionnel;0;0;0;0;0;0;0;1
7343;libérer;1;0;0;0;0;0;0;1
7344;licence;0;0;0;0;0;0;0;1
7345;licenciement;0;1;1;1;0;0;1;0
7346;licencier;0;1;0;1;0;0;1;0
7347;lichen;0;0;0;0;0;1;1;0
7348;licorne;0;0;0;0;0;0;0;1
7349;lien;0;0;0;0;0;0;0;1
7350;lier;0;0;0;0;0;0;0;1
7351;lieu;0;0;0;0;0;0;0;1
7352;lieu commun;0;0;0;0;0;0;0;1
7353;lieu naissance;0;0;0;1;0;0;0;1
7354;lieu prédilection;0;0;0;0;0;0;0;1
7355;lieu sûr;0;0;0;0;0;0;0;1
7356;lieu travail;0;0;0;0;0;0;0;1
7357;lieutenant;0;0;0;0;0;0;0;1
7358;ligament;0;0;0;0;0;0;0;1
7359;ligature;0;0;0;0;0;0;0;1
7360;ligne;0;0;0;1;0;0;0;1
7361;ligneux;0;0;0;0;0;0;0;1
7362;lignée;0;0;0;0;0;0;0;1
7363;ligoter;0;1;1;0;0;0;1;0
7364;ligue;0;0;0;0;0;0;0;1
7365;lilas;0;0;0;0;0;0;0;1
7366;limace;0;0;0;0;0;1;1;0
7367;limaille;0;0;0;0;0;0;0;1
7368;limbe|limbes;0;1;1;0;0;0;1;0
7369;limier;0;0;0;0;0;0;0;1
7370;limitatif;0;1;1;0;0;0;1;0
7371;limitation;0;0;0;0;0;0;0;1
7372;limite;0;0;0;0;0;0;1;0
7373;limiter;0;0;1;1;0;0;1;0
7374;limitrophe;0;0;0;0;0;0;0;1
7375;limoger;0;0;1;0;0;0;1;0
7376;limousine;0;0;0;0;0;0;0;1
7377;limpidité;0;0;0;0;0;0;0;1
7378;lin;0;0;0;0;0;0;0;1
7379;linceul;0;0;1;0;0;0;1;0
7380;linge laver;0;0;0;0;0;0;0;1
7381;linge lit;0;0;0;0;0;0;0;1
7382;linge maison;0;0;0;0;0;0;0;1
7383;lingot;0;0;0;0;0;0;0;1
7384;lingual;0;0;0;0;0;0;0;1
7385;linguiste;0;0;0;0;0;0;0;1
7386;linguistique;0;0;0;0;0;0;0;1
7387;linoléum;0;0;0;0;0;0;0;1
7388;lion;0;1;0;0;0;0;0;1
7389;liqueur;0;0;1;1;0;0;1;0
7390;liquidateur;0;0;0;0;0;0;1;0
7391;liquidation;0;0;1;0;0;0;1;0
7392;liquide;0;0;0;0;0;0;0;1
7393;liquider;0;0;0;0;0;0;1;0
7394;liquidité;0;0;0;0;0;0;0;1
7395;liquéfaction;0;0;1;0;0;0;1;0
7396;liquéfier;0;0;1;0;0;0;1;0
7397;lire;0;0;0;0;0;0;0;1
7398;lire attentivement;0;0;0;0;0;0;0;1
7399;lire enfant;0;0;0;0;0;0;0;1
7400;lisibilité;0;0;0;0;0;0;0;1
7401;lisible;0;0;0;0;0;0;0;1
7402;lisière;0;0;0;0;0;0;0;1
7403;lisse;0;0;0;0;0;0;0;1
7404;listage;0;0;0;0;0;0;0;1
7405;liste;0;0;0;0;0;0;0;1
7406;liste vérification;0;0;0;0;0;0;0;1
7407;lister;0;0;0;0;0;0;0;1
7408;listing;0;0;0;0;0;0;0;1
7409;lit;0;0;0;0;0;0;0;1
7410;lit bébé;0;0;0;0;0;0;0;1
7411;lit bébé;0;0;0;0;0;0;0;1
7412;lit cage;0;0;0;0;0;0;0;1
7413;litanie;0;0;0;0;0;0;0;1
7414;literie;0;0;0;0;0;0;0;1
7415;lithographie;0;0;0;0;0;0;0;1
7416;lithologie;0;0;0;0;0;0;0;1
7417;lithosphère;0;0;0;0;0;0;0;1
7418;litige;0;1;1;1;0;0;1;0
7419;litigieux;0;1;0;1;0;1;1;0
7420;litière;0;0;0;0;0;1;1;0
7421;litre;0;0;0;0;0;0;0;1
7422;littoral;0;0;0;0;0;0;0;1
7423;littéraire;0;0;0;0;0;0;0;1
7424;littéralement;0;0;0;0;0;0;0;1
7425;littérature;0;0;0;0;0;0;0;1
7426;liturgie;0;0;0;0;0;0;0;1
7427;livide;0;1;0;1;0;1;1;0
7428;livraison;0;0;0;0;0;0;0;1
7429;livre;0;0;0;0;0;0;0;1
7430;livre sterling;0;0;0;0;0;0;0;1
7431;livrer;0;0;0;0;0;0;0;1
7432;livresque;0;0;0;0;0;0;0;1
7433;livret;0;0;0;0;0;0;0;1
7434;liège;0;0;0;0;0;0;0;1
7435;lièvre;0;1;0;0;0;0;1;0
7436;lobbyiste;0;0;0;0;0;0;1;0
7437;lobe;0;0;0;0;0;0;0;1
7438;local;0;0;0;0;0;0;0;1
7439;localisation;0;0;0;0;0;0;0;1
7440;localiser;0;0;0;0;0;0;0;1
7441;localité;0;0;0;0;0;0;0;1
7442;locataire;0;0;0;0;0;0;0;1
7443;location;0;0;0;0;0;0;0;1
7444;loch;0;1;0;0;0;0;1;0
7445;locomotion;0;0;0;0;0;0;0;1
7446;locomotive;0;0;0;0;0;0;0;1
7447;locuste;0;1;0;0;0;1;1;0
7448;locuteur;0;0;0;0;0;0;0;1
7449;locution;0;0;0;0;0;0;0;1
7450;loft;0;0;0;0;0;0;0;1
7451;logarithme;0;0;0;0;0;0;0;1
7452;logarithmique;0;0;0;0;0;0;0;1
7453;loge;0;0;0;0;0;0;0;1
7454;logement;0;0;0;0;0;0;0;1
7455;loger;0;0;0;0;0;0;0;1
7456;loger;0;0;0;0;0;0;0;1
7457;logique;0;0;0;0;0;0;0;1
7458;logistique;0;0;0;0;0;0;0;1
7459;logo;0;0;0;0;0;0;0;1
7460;logotype;0;0;0;0;0;0;0;1
7461;loi;0;0;0;0;0;0;0;1
7462;lointain;0;0;1;0;0;0;1;0
7463;lointainests;0;0;1;0;0;0;1;0
7464;loisir;0;0;0;0;1;0;0;1
7465;lombaire;0;0;0;0;0;0;0;1
7466;long;0;0;0;0;0;0;0;1
7467;long;0;0;0;0;0;0;0;1
7468;longe;0;0;0;0;0;0;0;1
7469;longitude;0;0;0;0;0;0;0;1
7470;longitudinal;0;0;0;0;0;0;0;1
7471;longitudinalement;0;0;0;0;0;0;0;1
7472;longue;0;0;0;0;0;0;0;1
7473;longueur;0;0;0;0;0;0;0;1
7474;longévité;0;0;0;0;0;0;0;1
7475;loquace;0;0;0;0;0;0;0;1
7476;loque;0;0;1;0;0;0;1;0
7477;loquet;0;0;0;0;0;0;0;1
7478;lorgner;0;0;0;1;0;1;1;0
7479;losange;0;0;0;0;0;0;0;1
7480;lot;0;0;0;0;0;0;0;1
7481;lot;0;0;0;0;0;0;0;1
7482;loterie;0;1;0;0;1;0;0;1
7483;lotion;0;0;0;0;0;0;0;1
7484;loto;0;1;0;0;1;0;0;1
7485;louable;0;0;0;0;1;0;0;1
7486;louange;0;0;0;0;0;0;0;1
7487;louche;0;1;1;0;0;0;1;0
7488;loucher;0;0;0;0;0;0;1;0
7489;louer;0;0;0;0;0;0;0;1
7490;loupe;0;0;0;0;0;0;0;1
7491;lourd;0;0;1;1;0;0;1;0
7492;lourdaud;0;0;0;0;0;1;1;0
7493;lourde;0;1;1;1;0;0;1;0
7494;lourdement;0;0;1;0;0;0;1;0
7495;lourdeur;0;0;0;0;0;0;1;0
7496;loyal;0;0;0;0;0;0;0;1
7497;loyauté;0;0;0;0;0;0;0;1
7498;loyer;0;0;0;0;0;0;0;1
7499;lubie;1;0;0;0;0;0;0;1
7500;lubrifiant;0;0;0;0;0;1;1;0
7501;lubrification;0;0;0;0;0;1;1;0
7502;lubrifier;0;0;0;0;0;1;1;0
7503;lubrique;0;0;0;0;0;1;1;0
7504;luciole;0;0;0;0;0;0;0;1
7505;lucratif;1;0;0;0;0;0;0;1
7506;lueur;0;0;0;0;1;0;0;1
7507;lueur vacillant;0;1;0;0;1;0;1;0
7508;luge;1;0;0;0;0;0;0;1
7509;lugubre;0;1;1;0;0;1;1;0
7510;luire;0;0;0;0;1;0;0;1
7511;luminescent;1;0;0;0;0;0;0;1
7512;lumineux;1;0;0;0;0;0;0;1
7513;luminosité;1;0;0;0;0;0;0;1
7514;lumière;0;0;0;0;0;0;0;1
7515;lumière soleil;1;0;0;0;0;0;0;1
7516;lumière éblouissant;0;1;0;1;0;0;1;0
7517;lumière étoile;0;0;0;0;0;0;0;1
7518;lunaire;0;0;0;0;0;0;0;1
7519;lunatique;0;0;0;0;1;0;1;0
7520;lune;0;0;0;0;0;0;0;1
7521;lune;0;0;0;0;0;0;0;1
7522;lune miel;0;0;0;0;1;0;0;1
7523;lunette;0;0;0;0;0;0;0;1
7524;lunette|lunettes;0;0;0;0;0;0;0;1
7525;lunette|lunettes protection;0;0;0;0;0;0;0;1
7526;lunette|lunettes soleil;0;0;0;0;0;0;0;1
7527;lustre;1;0;0;0;0;0;0;1
7528;lustrer;0;0;0;0;0;0;0;1
7529;luth;0;0;0;0;0;0;0;1
7530;lutte;0;1;1;1;0;0;1;0
7531;lutter;0;1;0;1;0;0;1;0
7532;lutteur;0;1;0;1;0;0;1;0
7533;luxe;1;0;0;0;0;0;0;1
7534;luxe;1;0;0;0;0;0;0;1
7535;luxueux;1;0;0;0;0;0;0;1
7536;luxure;0;0;0;0;0;0;1;0
7537;luxuriant;0;0;1;0;0;1;0;1
7538;luzerne;0;0;0;0;0;0;0;1
7539;lymphatique;0;0;0;0;0;0;0;1
7540;lymphe;0;0;0;0;0;0;0;1
7541;lyncher;0;1;1;1;0;1;1;0
7542;lynx;0;1;0;0;0;0;1;0
7543;lyre;1;0;0;0;0;0;0;1
7544;lyrique;1;0;0;0;0;0;0;1
7545;lys;0;0;0;0;0;0;0;1
7546;là;0;0;0;0;0;0;0;1
7547;là bas;0;0;0;0;0;0;1;0
7548;lâche;0;1;1;1;0;1;1;0
7549;lâchement;0;1;0;1;0;1;1;0
7550;lâcher chien;0;0;0;0;0;0;0;1
7551;lâcheté;0;1;0;1;0;1;1;0
7552;lèpre;0;1;1;0;0;1;1;0
7553;lèvre;0;0;0;0;0;0;0;1
7554;lécher;0;0;0;0;0;1;1;0
7555;légal;0;0;0;0;0;0;0;1
7556;légalement;0;0;0;0;0;0;0;1
7557;légaliser;0;1;0;1;0;0;0;1
7558;légalité;0;0;0;0;0;0;0;1
7559;légendaire;0;0;0;0;0;0;0;1
7560;légende;0;0;0;0;0;0;0;1
7561;légender;0;0;0;0;0;0;0;1
7562;léger;0;0;0;0;0;0;0;1
7563;légiférer;0;0;0;0;0;0;0;1
7564;légion;0;0;0;0;0;0;0;1
7565;législateur;0;0;0;0;0;0;0;1
7566;législatif;0;0;0;0;0;0;0;1
7567;législation;0;0;0;0;0;0;0;1
7568;législature;0;0;0;0;0;0;0;1
7569;légitime;0;0;0;0;0;0;0;1
7570;légitimité;0;0;0;0;0;0;0;1
7571;léguer;0;0;0;0;0;0;0;1
7572;légume;0;0;0;0;0;0;0;1
7573;légumineux;0;0;0;0;0;0;0;1
7574;légèrement;0;0;0;0;0;0;1;0
7575;légèrement venteux;1;0;0;0;0;0;0;1
7576;légèreté;1;0;0;0;0;0;0;1
7577;léopard;0;1;0;0;0;0;1;0
7578;lésiner;0;1;1;0;0;0;1;0
7579;létal;0;1;1;0;0;1;1;0
7580;léthargie;0;0;1;0;0;0;1;0
7581;léthargique;0;1;1;0;0;0;1;0
7582;lévrier;0;0;0;0;0;0;0;1
7583;m?urs léger;0;0;0;0;0;1;1;0
7584;macabre;0;1;1;0;0;1;1;0
7585;machine;0;0;0;0;0;0;0;1
7586;machine écrire;0;0;0;0;0;0;0;1
7587;machinerie;0;0;0;0;0;0;0;1
7588;machiniste;0;0;0;0;0;0;0;1
7589;macis;0;1;0;0;0;0;1;0
7590;macération;0;0;1;0;0;1;1;0
7591;madame;0;0;0;0;0;0;0;1
7592;mademoiselle;0;0;0;0;0;0;1;0
7593;mafia;0;1;0;1;0;0;1;0
7594;magasin;0;0;0;0;0;0;0;1
7595;magazine;0;0;0;0;0;0;0;1
7596;magenta;0;0;0;0;0;0;0;1
7597;magicien;0;0;0;0;1;0;0;1
7598;magie;0;0;0;0;1;0;0;1
7599;magique;0;0;0;0;1;0;0;1
7600;magistrat;0;0;0;0;0;0;0;1
7601;magma;0;1;0;0;0;0;1;0
7602;magnat;0;0;0;0;0;0;0;1
7603;magnificence;0;0;0;0;0;0;0;1
7604;magnifique;0;0;0;0;1;0;0;1
7605;magnitude;0;0;0;0;0;0;0;1
7606;magnétisme;0;0;0;0;0;0;0;1
7607;magnétite;0;0;0;0;0;0;0;1
7608;magot;0;0;0;0;0;0;0;1
7609;maigre;0;1;1;0;0;0;1;0
7610;maille;0;0;0;0;0;0;0;1
7611;maillet;0;1;0;1;0;0;1;0
7612;maillon;0;0;0;0;0;0;0;1
7613;maillot;0;0;0;0;0;0;0;1
7614;main;0;0;0;0;0;0;0;1
7615;maintenance;0;0;0;0;0;0;0;1
7616;maintenir vitesse;0;0;0;0;0;0;0;1
7617;maintes foi|fois;0;0;0;0;0;0;0;1
7618;maintes reprise;0;0;0;0;0;0;1;0
7619;maintien;1;0;0;0;0;0;0;1
7620;maire;0;0;0;0;0;0;0;1
7621;maison;0;0;0;0;0;0;0;1
7622;maison clore;0;0;0;0;0;1;1;0
7623;maison maître;0;0;0;0;0;0;0;1
7624;maison ville;0;0;0;0;0;0;0;1
7625;maisonnée;0;0;0;0;0;0;0;1
7626;majestueux;0;0;0;0;1;0;0;1
7627;majesté;1;0;0;0;0;0;0;1
7628;majeur;0;0;0;0;0;0;0;1
7629;majordome;0;0;0;0;0;0;0;1
7630;majorité;0;0;0;0;0;0;0;1
7631;majuscule;0;0;0;0;0;0;0;1
7632;mal;0;0;1;0;0;0;1;0
7633;mal aise;0;0;0;0;0;0;1;0
7634;mal assortir;0;0;0;0;0;1;1;0
7635;mal assurer;0;1;0;0;1;0;1;0
7636;mal comprendre;0;1;1;1;0;0;1;0
7637;mal dent;0;1;1;0;0;1;1;0
7638;mal informer;0;1;1;0;0;0;1;0
7639;mal pays;0;0;1;0;0;0;1;0
7640;mal renseigner;0;1;1;0;0;0;1;0
7641;mal tête;0;0;1;0;0;0;1;0
7642;mal être;0;0;1;0;0;0;1;0
7643;malade;0;1;1;0;0;0;1;0
7644;maladie;0;1;1;1;0;1;1;0
7645;maladif;0;0;1;0;0;1;1;0
7646;maladresse;0;1;0;0;0;1;1;0
7647;maladroit;0;1;0;0;0;1;1;0
7648;malais|malaise;0;1;1;0;0;0;1;0
7649;malaria;0;1;1;0;0;1;1;0
7650;malavisé;0;0;0;0;0;1;1;0
7651;malaxer;0;0;0;0;0;0;0;1
7652;malchance;0;1;1;0;0;0;1;0
7653;malchanceux;0;1;1;1;0;1;1;0
7654;malencontreux;0;0;1;0;0;0;1;0
7655;malentendu;0;1;1;1;0;0;1;0
7656;malfaçon;0;1;0;0;0;1;1;0
7657;malformation;0;1;1;0;1;1;1;0
7658;malfrat;0;1;0;1;0;1;1;0
7659;malheur;0;1;1;0;0;1;1;0
7660;malheureusement;0;0;1;0;0;0;1;0
7661;malheureux;0;0;1;1;0;1;1;0
7662;malhonnête;0;0;1;1;0;1;1;0
7663;malhonnêteté;0;0;1;1;0;1;1;0
7664;malice;0;1;0;1;0;1;1;0
7665;malicieux;0;1;0;1;1;0;1;0
7666;maligne;0;1;1;1;0;0;1;0
7667;malignité;0;1;1;0;0;0;1;0
7668;maline;0;0;0;0;0;0;0;1
7669;maline|malines;0;0;0;0;0;0;0;1
7670;malle;0;0;0;0;0;0;1;0
7671;malléable;0;0;0;0;0;0;0;1
7672;malpoli;0;0;0;0;0;1;1;0
7673;malpropre;0;0;0;0;0;1;1;0
7674;malsain;0;1;1;0;0;1;1;0
7675;maltraitance;0;1;1;1;0;1;1;0
7676;maltraiter;0;1;1;1;0;1;1;0
7677;malveilants;0;0;0;1;0;0;1;0
7678;malveillance;0;1;0;1;0;0;1;0
7679;malveillant;0;0;0;1;0;0;1;0
7680;malversation;0;0;0;0;0;1;1;0
7681;malédiction;0;1;1;1;0;1;1;0
7682;maman;0;1;0;0;0;0;0;1
7683;mamelon;0;0;0;0;0;0;0;1
7684;mammifère;0;0;0;0;0;0;0;1
7685;mammouth;0;1;0;0;0;0;1;0
7686;man?uvre;0;0;0;0;0;0;0;1
7687;man?uvrer;0;0;0;0;0;0;0;1
7688;management;0;0;0;0;0;0;0;1
7689;manche;0;0;0;0;0;0;0;1
7690;manchette;0;0;0;0;0;0;0;1
7691;mandamus;0;1;0;0;0;0;1;0
7692;mandarin;0;0;0;0;0;0;0;1
7693;mandarine;0;0;0;0;0;0;0;1
7694;mandataire;0;0;0;0;0;0;0;1
7695;mandater;0;0;0;0;0;0;0;1
7696;mandibule;0;1;0;0;0;0;1;0
7697;mandoline;0;0;0;0;0;0;0;1
7698;mandrin;0;0;0;0;0;0;1;0
7699;manette;0;0;0;0;0;0;0;1
7700;manette gaz;0;0;0;1;0;0;1;0
7701;mangeoire;0;0;0;0;0;0;0;1
7702;manger;0;0;0;0;0;0;0;1
7703;mangeur;0;0;0;0;0;0;0;1
7704;mangoustanier;0;0;0;0;0;0;0;1
7705;mangue;0;0;0;0;0;0;0;1
7706;maniable;0;0;0;0;0;0;0;1
7707;maniaque;0;1;0;1;0;0;1;0
7708;manie;0;0;1;1;0;0;1;0
7709;manier;0;0;0;0;0;0;0;1
7710;manif;0;0;0;0;0;0;0;1
7711;manifestant;0;0;0;0;0;0;0;1
7712;manifeste;0;1;0;0;0;0;0;1
7713;manifestement;0;0;0;0;0;0;0;1
7714;manifester;0;0;0;0;0;0;0;1
7715;manifester contre;0;0;0;1;0;0;1;0
7716;manifester violemment;0;1;0;1;0;0;1;0
7717;manifestesévidents;0;0;0;0;0;0;0;1
7718;manigancer;0;0;0;0;0;0;0;1
7719;manipulation;0;1;1;1;1;0;1;0
7720;manivelle;0;0;0;1;0;0;1;0
7721;manière;0;0;0;1;0;1;1;0
7722;manière choquant;0;0;0;0;1;0;1;0
7723;manière exquis;1;0;0;0;0;0;0;1
7724;manière inattendu;0;0;0;0;1;0;1;0
7725;manière satisfaisant;0;0;0;0;0;0;0;1
7726;maniérer;0;0;0;0;0;0;1;0
7727;manne;1;0;0;0;0;0;0;1
7728;mannequin;0;0;0;0;0;1;1;0
7729;manoir;0;1;0;0;0;0;1;0
7730;manque;0;0;1;0;0;0;1;0
7731;manque confiance;0;1;0;1;0;1;1;0
7732;manque respect;0;0;0;1;0;0;1;0
7733;manquement;0;0;0;0;0;1;1;0
7734;manquer;0;1;1;0;0;0;1;0
7735;manquer;0;0;1;0;0;0;1;0
7736;manquer considération;0;0;1;1;0;1;1;0
7737;manquer respect;0;0;0;1;0;0;1;0
7738;manteau;0;0;0;0;0;0;0;1
7739;manucure;0;0;0;0;0;0;0;1
7740;manucurer;0;0;0;0;0;0;0;1
7741;manuel;0;0;0;0;0;0;0;1
7742;manuelle;0;0;0;0;0;0;0;1
7743;manuscrit;0;0;0;0;0;0;0;1
7744;manège;1;0;0;0;0;0;0;1
7745;maquereau;0;1;0;0;0;1;1;0
7746;maquillage;0;0;0;0;0;0;0;1
7747;marais;0;1;0;0;0;1;1;0
7748;marasme;0;1;1;0;0;1;1;0
7749;marbre;0;0;0;0;0;0;0;1
7750;marbre;0;0;0;0;0;0;0;1
7751;marbrer;0;0;0;0;0;0;0;1
7752;marchand;0;0;0;0;0;0;0;1
7753;marchand fruit légume;0;0;0;0;0;0;0;1
7754;marchander;0;0;0;0;0;0;0;1
7755;marchandise;0;1;0;0;0;0;0;1
7756;marche;0;0;0;0;0;0;0;1
7757;marcher;0;0;0;0;0;0;0;1
7758;marcher quatre patte;0;0;1;0;0;1;1;0
7759;marcheur;0;0;0;0;0;0;0;1
7760;mare;0;0;0;0;0;1;1;0
7761;marge man?uvre;0;0;0;0;0;0;0;1
7762;marginal;0;0;1;0;0;0;1;0
7763;mari tromper;0;0;1;0;0;1;1;0
7764;mariage;0;0;0;0;0;0;0;1
7765;marier;0;0;0;0;0;0;0;1
7766;marier;0;1;0;0;1;0;0;1
7767;marieur;0;0;0;0;0;0;0;1
7768;marijuana;0;0;0;0;0;1;1;0
7769;marin;0;0;0;0;0;0;0;1
7770;marinade;0;1;0;0;0;0;1;0
7771;marine;0;0;0;0;0;0;0;1
7772;marionnette;0;0;0;0;0;0;1;0
7773;maritime;0;0;0;0;0;0;0;1
7774;marié;0;0;0;0;0;0;0;1
7775;marmelade;0;0;0;0;0;0;0;1
7776;marmite;0;0;0;0;0;0;0;1
7777;marmonner;0;1;1;1;0;0;1;0
7778;marne;0;0;0;0;0;0;0;1
7779;marner;0;0;0;0;0;0;0;1
7780;marque coup;0;0;0;0;0;0;1;0
7781;marque déposer;0;0;0;0;0;0;0;1
7782;marquer;0;0;0;0;0;0;0;1
7783;marqueter;0;0;0;0;0;0;1;0
7784;marqueterie;0;0;0;0;0;0;1;0
7785;marquis;0;0;0;0;0;0;0;1
7786;marrant;1;0;0;0;0;0;0;1
7787;marrer;1;0;0;0;0;0;0;1
7788;marron;0;0;0;0;0;0;0;1
7789;mars;0;0;0;0;0;0;0;1
7790;marteau;0;1;0;1;0;0;1;0
7791;martelage;0;0;0;1;0;0;1;0
7792;marteler;0;0;0;1;0;0;1;0
7793;martial;0;0;0;1;0;0;0;1
7794;martingale;0;0;0;0;0;0;0;1
7795;martyr;0;1;1;0;0;0;1;0
7796;martyriser;0;1;1;0;0;0;1;0
7797;martyr|martyre;0;1;1;0;0;0;1;0
7798;marécage;0;1;1;0;0;1;1;0
7799;marécageux;0;1;0;0;0;1;1;0
7800;maréchal;0;0;0;0;0;0;0;1
7801;maréchal ferrant;0;0;0;0;0;0;0;1
7802;marée;0;1;0;0;0;0;1;0
7803;marée;0;1;0;0;0;0;1;0
7804;mascarade;0;0;0;0;1;0;1;0
7805;masculin;0;0;0;0;0;0;0;1
7806;masculinité;0;0;0;0;0;0;0;1
7807;masochisme;0;1;0;1;0;1;1;0
7808;masque;0;1;0;0;0;0;1;0
7809;masquer;0;1;0;0;0;0;1;0
7810;massage;1;0;0;0;0;0;0;1
7811;masse;0;1;0;0;0;0;1;0
7812;masse;0;1;0;0;0;0;1;0
7813;masser;1;0;0;0;0;0;0;1
7814;massif;0;1;0;0;0;0;1;0
7815;mastiquer;0;0;0;0;0;1;1;0
7816;mastiquer bruyamment;0;0;0;0;0;1;1;0
7817;masturbation;1;0;0;0;0;0;0;1
7818;masturber;1;0;0;0;0;0;0;1
7819;masturber;1;0;0;0;0;0;0;1
7820;mat;0;1;0;0;0;0;1;0
7821;match;0;0;0;0;0;0;0;1
7822;matelas;0;0;0;0;0;0;0;1
7823;matelassage;0;0;0;0;0;0;0;1
7824;matelasser;0;0;0;0;0;0;0;1
7825;matelot;0;0;0;0;0;0;0;1
7826;maternel;0;0;0;0;0;0;0;1
7827;maternité;0;0;0;0;0;0;0;1
7828;mathématicien;0;0;0;0;0;0;0;1
7829;mathématique;0;0;0;0;0;0;0;1
7830;matin;0;0;0;0;0;0;0;1
7831;matinée;0;0;0;0;0;0;0;1
7832;matière;0;0;0;1;0;1;1;0
7833;matière fécal;0;0;0;0;0;1;1;0
7834;matière gluant;0;0;0;0;0;1;1;0
7835;matière visqueux;0;0;0;0;0;1;1;0
7836;matou;0;0;0;0;0;0;0;1
7837;matraque;0;1;0;1;0;0;1;0
7838;matraquer;0;0;0;1;0;0;1;0
7839;matrice;0;0;0;0;0;0;0;1
7840;matrone;0;0;0;0;0;0;0;1
7841;maturité;0;0;0;0;0;0;0;1
7842;matérialiser;0;0;0;0;0;0;0;1
7843;matérialiser;0;0;0;0;0;0;0;1
7844;matérialisme;0;0;1;0;0;0;1;0
7845;matérialiste;0;0;1;0;0;1;1;0
7846;matérialité;0;0;0;0;0;0;1;0
7847;matériau|matériaux;0;0;0;0;0;0;0;1
7848;matériel;0;0;0;0;0;0;0;1
7849;matériel guerre;0;1;0;0;0;0;1;0
7850;matériel informatique;0;0;0;0;0;0;0;1
7851;matériellement;0;0;0;0;0;0;0;1
7852;maudire;0;1;0;1;0;1;1;0
7853;maudire;0;0;0;1;0;0;1;0
7854;maugréer;0;0;1;1;0;0;1;0
7855;mausolée;0;0;1;0;0;0;1;0
7856;maussade;0;1;1;0;0;0;1;0
7857;maussadeq;0;0;1;1;0;0;1;0
7858;mauvais;0;1;1;1;0;1;1;0
7859;mauvais augure;0;1;0;0;0;0;1;0
7860;mauvais comportement;0;0;0;1;1;1;1;0
7861;mauvais conduite;0;0;0;1;1;1;1;0
7862;mauvais gestion;0;1;1;0;0;0;1;0
7863;mauvais goût;0;0;0;0;0;1;1;0
7864;mauvais herbe;0;0;0;0;0;1;1;0
7865;mauvais passe;0;1;1;0;0;0;1;0
7866;mauvais qualité;0;0;0;1;0;1;1;0
7867;mauvais réputation;0;0;1;0;0;1;1;0
7868;mauvais réputation;0;1;0;1;0;1;1;0
7869;mauvais santé;0;1;1;0;0;1;1;0
7870;mauve;0;0;0;0;0;0;0;1
7871;mauviette;0;1;0;0;0;1;1;0
7872;maximal;0;0;0;0;0;0;0;1
7873;maxime;0;0;0;0;0;0;0;1
7874;maximum;0;0;0;0;0;0;0;1
7875;maçon;0;0;0;0;0;0;0;1
7876;maître;0;0;0;0;0;0;0;1
7877;maître conférence;0;0;0;0;0;0;0;1
7878;maîtrise;0;0;0;0;1;0;0;1
7879;maîtriser sujet;0;0;0;0;0;0;0;1
7880;mec;0;0;0;0;0;0;1;0
